Episode,Reward,Duration
0,-163.65265585579266,64
1,-188.04087831611986,110
2,-150.98944572675703,92
3,-355.5333431013204,106
4,-165.45401439325417,98
5,-25.411871553716438,92
6,-389.675515115259,143
7,-273.1838625617761,90
8,-302.90003705111565,159
9,-122.4329364356057,225
10,-26.833879180278558,171
11,-82.99161099770845,222
12,-276.8040212333143,229
13,5.207477078243855,198
14,-104.02117392329255,173
15,-11.374472491536949,319
16,-61.489107106228786,1000
17,-87.41043159757227,1000
18,-63.35503754582635,1000
19,-51.9036820847832,1000
20,-52.859072409115754,1000
21,-92.32014405720868,1000
22,-166.44668314184887,795
23,-83.68318429106282,1000
24,144.36366050981187,792
25,1.6145429041487838,1000
26,-1.0884374837587956,181
27,150.95444436718876,830
28,112.555530315756,775
29,-24.5667661151902,1000
30,242.49363726524228,526
31,-30.696755970188274,1000
32,11.979801997455986,1000
33,-43.963971119061654,278
34,-13.766224287066157,1000
35,-183.85180633785012,198
36,-4.110744296720936,1000
37,261.99529416594385,662
38,-16.897659777474054,1000
39,-35.20087758836051,1000
40,-27.226346921662486,1000
41,-32.249697385319735,1000
42,-40.00633530723978,1000
43,-17.100289572820678,1000
44,-5.303052066191128,1000
45,1.2195018603615022,1000
46,-35.38729198602468,1000
47,18.873467617188176,1000
48,-57.097973446668945,1000
49,-21.570572806888098,1000
50,-71.69558793396189,1000
51,-43.24943614750348,1000
52,-1.0607399766197176,1000
53,-29.795086515329892,1000
54,-126.1640191651226,569
55,-68.21095565789065,1000
56,140.52448758986606,810
57,195.73139353339462,530
58,108.14477716330533,753
59,-8.897340918429096,1000
60,5.669899355552497,1000
61,-20.60298667924324,1000
62,5.5235500184295905,1000
63,-60.637889560079756,1000
64,-66.62053438684495,1000
65,-13.11269083625737,1000
66,-6.82524867463666,1000
67,-29.85248574140372,1000
68,-36.60430026109891,1000
69,-12.510679739659539,1000
70,-24.562750926150734,1000
71,-11.22335403545661,1000
72,-53.99441821783431,1000
73,-20.53821605084932,1000
74,-28.94779821771804,1000
75,-17.250051403536496,1000
76,-32.22396073271106,1000
77,-16.65378966575619,1000
78,-31.933690637339133,1000
79,-14.330559994417376,1000
80,-20.33793955273322,1000
81,-22.317738411576585,1000
82,-22.108693197475045,1000
83,-5.3794186966612765,1000
84,10.476389074395222,1000
85,-19.00288526198328,1000
86,18.16308678161849,1000
87,7.219765888303624,1000
88,-13.238612141140859,1000
89,19.590955064463195,1000
90,33.93607106699289,1000
91,-24.814438621928744,1000
92,-34.61170749876456,1000
93,47.03958889263846,1000
94,94.01406781389251,1000
95,269.5613956508462,333
96,231.45086606675764,386
97,123.4888967581842,1000
98,221.44799279842755,413
99,231.34522193341272,331
100,9.708832592157034,1000
101,-138.18319899254533,298
102,232.25868643359644,434
103,214.06398224930845,310
104,-18.262593776802714,1000
105,-0.4922487084262158,1000
106,296.08182195554974,360
107,2.53932936070378,1000
108,244.283262472971,806
109,261.0963615680808,367
110,2.544757831999627,1000
111,84.943128456418,1000
112,198.17546061995293,602
113,164.93971157038948,707
114,213.80740961847428,528
115,221.64857633211528,407
116,13.78374786483377,170
117,50.91435598922439,156
118,243.82573460054965,460
119,232.1153008068851,486
120,46.0459237298381,1000
121,219.49485797948796,358
122,218.42844608067324,436
123,228.72718602028957,490
124,227.33400460915215,291
125,236.97172056603063,362
126,222.54455274771948,290
127,247.11197655653524,452
128,84.39857047052921,1000
129,-29.164037777696144,1000
130,207.40828550390557,306
131,228.79092681871782,480
132,221.76565631692358,528
133,246.29223270933267,359
134,242.93141107044272,447
135,154.07505103669638,1000
136,104.26260224306087,1000
137,261.56542429335536,372
138,220.1987623494685,418
139,220.6294447212195,447
140,255.41148017870321,397
141,292.9347180649673,310
142,244.68937315891625,251
143,232.8457789216222,340
144,240.47439679459978,482
145,242.37059454298085,347
146,232.42931708302442,269
147,243.73570195832002,280
148,223.0750154609982,227
149,245.57113421078344,385
150,242.8570223752096,305
151,254.2484622134334,195
152,229.02750145540728,254
153,219.10873438892577,362
154,217.52416795762446,758
155,199.84154362808687,845
156,259.5679640271874,519
157,255.68433576424337,321
158,241.54371733921826,297
159,232.99607938464783,261
160,62.14187568305005,1000
161,256.05602642336044,411
162,250.5778574360906,306
163,266.7523317244177,573
164,221.55787720917795,446
165,219.05113797998655,916
166,127.64774310129684,1000
167,295.6588581774017,425
168,258.49375230549015,252
169,254.04080392268833,381
170,221.11679104782058,375
171,236.04163840837091,367
172,257.56489150855975,355
173,253.9759716595824,312
174,203.84673726629487,418
175,223.4554252412666,412
176,247.70844353658362,394
177,270.06771856413513,278
178,269.5885115817014,556
179,235.46655138153207,300
180,96.9636902038844,1000
181,218.07645489022684,942
182,253.12537538176406,371
183,271.59364319543914,339
184,274.2419413679322,211
185,213.420780839394,324
186,238.58459155230713,359
187,291.1715645721412,204
188,252.98496967771263,246
189,266.1020133819512,275
190,210.7295191237843,444
191,232.33919840786936,578
192,17.637892991965344,179
193,236.4331688564851,431
194,274.56546560217805,497
195,43.05649822693604,108
196,236.98640363765978,330
197,253.89143332069065,192
198,232.8300714001724,369
199,201.871771816815,444
200,260.88032988317775,267
201,230.6883991409881,326
202,248.5576762504932,324
203,258.9882144810459,292
204,38.07167342644172,132
205,133.61974516343852,1000
206,286.24700143613336,217
207,238.1677850094935,332
208,233.18249988666176,337
209,225.89046828204468,321
210,217.45823767414822,817
211,268.94640280975557,325
212,67.20287462853716,131
213,54.468886810777036,136
214,246.61773455140477,352
215,241.34888530666532,314
216,236.6994276486025,361
217,236.28341245794465,346
218,32.22128994230306,150
219,254.81663082788253,338
220,249.30557969838756,273
221,247.06721513811513,330
222,139.009265929799,1000
223,267.137027066006,273
224,249.2469265730368,297
225,256.75236373398405,353
226,236.82519060832345,290
227,21.66711238215997,125
228,14.75821758047664,133
229,244.43273819839408,210
230,274.1698888967371,210
231,236.47758609377564,302
232,285.7171170922893,253
233,234.2841433427315,379
234,264.4633673686335,280
235,241.60714732194901,411
236,219.5773098365113,900
237,245.7760409277423,283
238,268.0060876251278,322
239,237.65993904823895,299
240,226.79678407359,308
241,133.45978311641122,1000
242,238.3273419567831,533
243,233.0348809522714,285
244,228.12150810137317,467
245,-21.376034687369483,94
246,209.94894632333853,520
247,253.10015416894083,438
248,248.98495555044036,301
249,-58.59093912266064,91
250,-17.658435357047935,84
251,247.2499831559961,398
252,-16.353049981405334,87
253,237.2694245049172,391
254,224.6239709183157,423
255,196.36306790294745,399
256,229.00780871687238,460
257,205.83354353459646,504
258,1.2010638526036672,94
259,233.46737545609426,358
260,124.85156718847847,1000
261,40.511267859493756,93
262,-24.312849124187636,111
263,141.08904826217983,1000
264,259.3120308822188,375
265,224.05160208523282,658
266,283.0511592923683,155
267,211.41654293790378,237
268,-48.158264656649536,100
269,-33.35368072223858,95
270,-20.875664407385088,136
271,4.588135720220308,128
272,3.1078070442188306,126
273,232.14207615408006,248
274,221.78163723714422,240
275,242.8153013801386,361
276,249.01504885021444,259
277,244.84184357459142,391
278,229.8462645640043,263
279,-47.100206538572465,102
280,230.6726345425502,510
281,225.02948563814851,831
282,253.55919700923775,540
283,248.86747691172124,243
284,171.7535227668988,1000
285,117.3216791431254,1000
286,235.1627632506594,263
287,259.09189915084494,248
288,-11.65365431930627,128
289,250.60105766106392,234
290,-21.938076979982583,114
291,-47.1692645612717,116
292,-42.316632460740095,113
293,43.06524912444954,105
294,231.61261404977355,561
295,229.60490750980813,454
296,265.50480210278727,204
297,114.38887920321012,1000
298,68.34985359317656,1000
299,82.10835104320046,1000
300,231.08488233942833,361
301,179.9154365054979,492
302,2.223239307077824,1000
303,199.08352966554003,603
304,207.51663497944492,283
305,239.88718797464963,206
306,176.74304778262757,484
307,216.40472875597408,366
308,124.43441756402899,1000
309,7.743149275456545,216
310,189.86783441591996,950
311,185.42642278117833,560
312,205.06658217953463,705
313,245.83587382365317,290
314,208.50270259087625,839
315,194.54881775783264,388
316,237.13502153738025,260
317,226.71892306742103,414
318,291.87959860229745,828
319,139.8779978664303,710
320,-34.584531043562414,1000
321,90.52895465148437,1000
322,109.1859626488527,1000
323,235.37937365994392,395
324,240.86917405207765,362
325,223.38349669482227,357
326,239.42740722832173,344
327,260.19348721296063,588
328,168.8240696238333,680
329,241.17518165613942,235
330,214.00851110792632,348
331,278.44623712879803,230
332,67.69061187858576,1000
333,238.2064762672946,386
334,191.03910813439975,614
335,211.92060791536838,757
336,208.15745844667458,580
337,193.35094029372604,633
338,234.0096747809223,327
339,232.02479769424346,336
340,236.58880101366697,400
341,229.6563838748094,352
342,255.94072782662755,654
343,129.43308700726408,981
344,230.27356495065018,460
345,236.37652555427943,368
346,207.03326937161535,386
347,199.44709126626492,378
348,251.78288403964942,299
349,95.23679824564776,1000
350,248.96620551110877,379
351,269.8370229293216,319
352,264.87653977833634,284
353,207.42003749302603,408
354,214.72942542961357,503
355,267.79229463371655,334
356,142.30899627892748,1000
357,270.04342695341836,311
358,243.23850807505966,287
359,223.29521870051278,684
360,224.97415197321612,335
361,234.26371406428493,256
362,284.931105326924,293
363,107.77167575096917,1000
364,279.57842488426627,227
365,282.60428543235207,275
366,285.9773994903114,277
367,271.6235950519608,215
368,256.64849565010985,230
369,252.8129839754552,262
370,248.1774532590208,240
371,22.5939408466226,160
372,135.57365482126767,1000
373,261.1807895207268,317
374,254.95337217241345,209
375,274.2667201605265,205
376,225.4343776980543,220
377,153.32306489111227,1000
378,287.7505784471215,222
379,260.66174572399564,252
380,239.7514177509406,202
381,257.4003025034193,232
382,248.8335224450546,210
383,261.7573512819141,222
384,279.20455460224537,198
385,256.34760691190365,203
386,226.69226653804228,224
387,273.6734998902639,244
388,269.44750106336016,306
389,255.50204363896603,360
390,284.34685711631045,294
391,238.9315036836172,244
392,223.35074315612883,211
393,215.29370293864466,304
394,275.50418047112976,234
395,282.11226401720944,254
396,220.81787417054164,277
397,245.5611822792553,288
398,243.64660981988774,301
399,241.0789961764651,238
400,272.4097186640673,331
401,286.97762759472295,196
402,261.9944006869564,214
403,266.993265716142,281
404,256.8702617775924,236
405,133.01764914722554,1000
406,284.4315951293158,239
407,264.41767357004187,457
408,243.67615569056264,281
409,218.79771099374716,827
410,280.7631950675642,255
411,235.6247334996857,590
412,303.26522749483144,297
413,239.90640797340296,215
414,285.93180474064854,195
415,296.65250835012876,359
416,245.54869147265765,180
417,-5.856373856811118,171
418,210.43546640471033,313
419,248.36474543315236,231
420,240.07899675445384,222
421,289.54187698532706,229
422,253.19688468531606,237
423,243.69377761086352,253
424,256.42196736770984,258
425,43.70274354958798,132
426,261.6397140930457,440
427,240.97882940241283,266
428,245.62742464150585,218
429,221.75848804446377,337
430,-4.067000846379699,135
431,262.9894076114506,251
432,269.08216662119185,212
433,285.6993965020262,189
434,102.01902114465109,1000
435,268.07371439591515,450
436,232.03851908943412,191
437,245.52182751682005,290
438,260.2924809560834,244
439,269.0671409496339,179
440,264.3716838537193,386
441,239.98794952658054,643
442,291.5403546283035,253
443,269.5081360311261,654
444,243.80272688115878,373
445,193.50337427053006,503
446,62.010364117151425,186
447,251.40636030098563,227
448,273.27431923455265,215
449,252.38279492996938,275
450,300.70099831044445,381
451,253.06009964770166,224
452,272.7137503320732,283
453,266.7516519018857,276
454,243.97925833022552,204
455,295.9978838687399,207
456,278.37609825731346,231
457,271.331478454146,441
458,209.08723000999092,384
459,235.63891586358648,160
460,232.81474017792124,379
461,245.9496664846999,295
462,49.68659719681665,155
463,152.86090513265026,1000
464,237.83318757839285,239
465,276.51437909674155,273
466,258.506475993299,315
467,295.8374307851222,199
468,213.83563532693307,476
469,253.23117739443651,227
470,108.6684608426537,1000
471,289.2929737680829,233
472,306.4229676261431,236
473,252.88036756608642,313
474,278.58456860782496,255
475,245.34228625992725,447
476,93.11475328502566,1000
477,279.3336398263054,209
478,223.44072547601428,232
479,75.65214588300177,134
480,291.43446311528453,617
481,165.10916536821588,1000
482,175.73652814068464,578
483,30.336388064527455,158
484,30.581447254136435,120
485,231.87071359034948,514
486,300.32992256546135,264
487,303.91821181250236,287
488,287.9134415951933,257
489,99.98136153395428,1000
490,298.79573049841196,280
491,-33.429497105961616,152
492,193.0639545566715,446
493,291.6126464429317,215
494,279.609257962486,200
495,274.5225518317252,171
496,283.220559669679,245
497,196.07527400895475,640
498,229.8421604974893,357
499,243.99153625953483,198
500,299.1912134025198,219
501,215.17050882922973,943
502,314.94146465641325,269
503,234.43191234324797,196
504,308.0151890277788,256
505,296.66014269924096,208
506,119.7464534983495,1000
507,260.4426338832809,203
508,217.63217068793818,309
509,225.97688847456013,328
510,94.15745190201297,1000
511,245.26322004834864,295
512,224.6240275534389,224
513,228.16114553897143,185
514,259.06167341720635,274
515,28.412505229816674,131
516,293.4047380424008,297
517,291.5671729785491,252
518,241.29399615914474,239
519,294.9270206342806,210
520,132.4075466656038,1000
521,277.5355573701755,273
522,263.392031937707,238
523,223.3270279202117,380
524,35.55307726941845,109
525,283.80836641027145,244
526,257.29992883455157,247
527,44.522269346187244,155
528,101.2813148982609,1000
529,242.48697914639192,227
530,290.43384917174376,781
531,229.55844175165313,192
532,247.35017207339277,223
533,254.06887489211755,209
534,262.50268130210736,226
535,244.62355147946963,224
536,228.1356774701321,241
537,265.61897977702677,234
538,247.78115035820286,403
539,264.887158368329,206
540,296.2085872643745,195
541,286.2438129673669,196
542,283.8020946108959,241
543,284.2050020773579,271
544,253.94846793679238,285
545,302.07437728692054,240
546,269.79800118907656,219
547,176.43471662724812,1000
548,14.598076902019017,142
549,294.16656070536425,243
550,248.396346453306,186
551,285.45544807252764,185
552,297.71499236819113,167
553,277.1661524219667,229
554,41.30479925875346,125
555,45.09674505875,139
556,281.5928546833645,243
557,259.44340077064226,306
558,270.0269769058492,278
559,263.9670034624843,233
560,290.7319078144862,289
561,218.5536616554797,408
562,-32.38313729358681,119
563,52.563035605039545,145
564,282.93871865074175,276
565,298.6843916927345,285
566,279.8937445511056,206
567,267.9954980312359,190
568,272.74542641528757,214
569,249.30750739443312,704
570,66.23969825777723,1000
571,270.40206965805237,266
572,248.96865806224088,261
573,288.1511049492815,311
574,300.8622005306726,236
575,156.00770229814418,1000
576,265.4029776517434,206
577,170.47709004603357,447
578,231.89524192415539,593
579,131.16024584306047,1000
580,232.34400644943867,176
581,264.5006383720514,824
582,238.3294458720665,210
583,259.13618836843534,228
584,180.02457769932514,1000
585,270.1650994186001,633
586,17.80679287566882,138
587,209.19213646448617,596
588,219.0626335199433,250
589,172.6096401006453,1000
590,36.44106796009498,156
591,38.5941003216943,139
592,99.40225469382689,1000
593,-12.620036744984844,128
594,239.75088267193235,210
595,1.7311296302336387,138
596,-1.3598457407983773,184
597,252.8189340515907,793
598,170.3774724413615,1000
599,247.02826675987308,228
600,207.19724221450457,400
601,33.49092739464544,182
602,232.02634685469252,430
603,273.5762614133987,340
604,48.43432601176755,137
605,273.02424278041633,276
606,143.75098880768846,1000
607,253.28619299181267,235
608,201.8409185684149,524
609,222.09094771767437,281
610,140.0354390967418,1000
611,246.41807800298224,220
612,32.73669760369842,149
613,253.6849023749718,250
614,114.35953435542407,1000
615,256.23838048216794,453
616,257.9730793522964,231
617,119.16170987008306,1000
618,244.16035569300274,764
619,130.4484409218913,1000
620,204.6814022934881,782
621,279.8215188761942,261
622,218.33453174140504,265
623,238.85536461217976,289
624,225.73989775355057,295
625,226.46290957038312,272
626,273.29768640889677,352
627,262.6235884455176,230
628,273.277241645015,596
629,232.4648807469968,332
630,276.81044792047834,225
631,272.4436938047104,229
632,-14.497484331030506,111
633,253.43735411166335,220
634,214.61864981820867,805
635,257.0490160713929,262
636,298.1722492856482,246
637,288.29082531926883,249
638,250.18918332264946,213
639,117.6621191511601,1000
640,283.53556025912616,225
641,281.3002620365177,243
642,228.54087701096256,300
643,250.81166403076094,213
644,245.1448170299443,218
645,256.3799013270895,253
646,272.6498577939066,153
647,283.90917273963623,223
648,45.52014823751671,140
649,258.61923141552126,195
650,262.84883478895347,232
651,120.48274954993818,1000
652,274.5086424960358,221
653,15.621607751416335,185
654,24.35287934118152,106
655,285.21337407069916,650
656,257.95589378232944,279
657,296.879751444017,224
658,284.1551476785114,201
659,247.87968288118358,259
660,293.6898543185883,623
661,224.50848277150877,227
662,247.51343133316152,184
663,237.77139767972315,210
664,29.449360602750176,181
665,279.0100433010816,293
666,270.79203167371975,220
667,244.5950940107316,172
668,245.45948193826786,211
669,258.7354489082888,218
670,44.18846754980888,154
671,260.2394623022372,335
672,263.96712819287245,234
673,241.18007127287893,332
674,236.22129003754338,997
675,256.0064974374356,240
676,19.61775610176892,159
677,60.07820723662542,153
678,262.2072872013581,186
679,219.0633840606926,687
680,128.0854937820411,1000
681,13.272099693510967,170
682,245.36614637608568,216
683,243.8991213488923,244
684,267.55463710080403,212
685,160.64476864188705,1000
686,290.618554194402,261
687,130.58363033863176,1000
688,58.528655230077646,143
689,51.98655622892471,90
690,269.4911762461325,665
691,271.6356254554021,267
692,260.15667768928154,339
693,247.01082842497655,289
694,243.93106147431945,330
695,235.6966036635853,276
696,250.04140355244994,320
697,47.37901006946967,135
698,262.3129627316684,432
699,248.05530003839053,287
700,274.05352677188716,268
701,263.73953568605657,562
702,46.92769468381212,149
703,259.66732659014656,174
704,270.6764992361865,260
705,202.59101325849747,384
706,252.37998955802544,251
707,275.54301943017606,306
708,273.12559641416607,238
709,31.78408262732472,128
710,251.1360455219371,528
711,0.6222011034133743,134
712,136.81175267447523,1000
713,26.332168282148913,163
714,257.83432281309194,249
715,295.12543848409666,222
716,262.8254695318021,261
717,260.25834934157433,214
718,272.81169476634506,250
719,36.9323345370959,122
720,72.55343800045117,121
721,56.411369552232344,131
722,254.28658082038737,197
723,255.0984976756849,204
724,276.46033253087484,242
725,22.9437203015285,140
726,-38.03498257929395,136
727,49.480035195644774,141
728,50.29216448206668,149
729,38.32468290584154,138
730,-12.805399168454286,216
731,266.6422189951631,196
732,29.66959912944847,162
733,278.9136516153809,287
734,285.1798723231643,345
735,254.2141649904077,226
736,257.720400946735,223
737,270.2695946174381,195
738,257.38672430872214,371
739,-5.1338044038422765,125
740,278.476726600981,237
741,45.52360618777948,153
742,254.70787617567748,233
743,276.31206854571894,836
744,241.70987678378535,178
745,258.08081660482395,273
746,259.5201329572636,263
747,274.2737993640915,632
748,290.03427954767506,189
749,261.5729975203932,684
750,266.44818010196883,312
751,29.966497523625236,159
752,245.31892887765412,589
753,290.27473823580715,206
754,291.4755851105336,180
755,30.1024877922828,140
756,-0.5175522328411546,152
757,263.9473348365892,258
758,14.908598905361188,133
759,266.50805924506676,288
760,280.47516707448716,160
761,8.594274605955349,141
762,286.66944870180794,374
763,275.99891755044575,273
764,292.70024041209535,284
765,16.766744188925045,123
766,-14.258963285574879,163
767,9.938835745918908,164
768,38.95346436221925,151
769,259.6744643084372,194
770,285.66187611231084,173
771,251.01505933819863,363
772,251.33558869932628,180
773,260.9827020241016,275
774,52.27282071343441,169
775,37.479747674816,153
776,274.3588399659018,391
777,81.9323162789488,155
778,245.3752716361997,211
779,264.41621051072116,183
780,252.64161269534588,214
781,267.215639895864,203
782,273.9233842910576,209
783,4.722234188195401,135
784,279.8019893951032,212
785,279.3991199178771,233
786,291.5900913187822,210
787,272.288001392701,369
788,261.8594557765658,228
789,151.06104772184065,1000
790,278.3320111256491,205
791,281.98434572075604,203
792,35.47960050852748,153
793,273.34878370749215,243
794,16.51143678220376,138
795,291.5112655127038,195
796,266.236263408902,216
797,255.64229907089015,292
798,18.261260083495245,158
799,281.49228332173027,266
800,42.4782514003677,132
801,261.61330182920454,253
802,-9.910250009187848,139
803,260.3604205759467,184
804,275.41051464397026,236
805,248.05066021310063,245
806,284.9446271652653,213
807,253.14298783580446,201
808,30.9906106041542,138
809,284.83122245097326,229
810,268.1500328402442,219
811,273.3021775925694,300
812,61.37116552638233,113
813,276.2546782416374,224
814,261.11396474321464,247
815,-27.257932946284797,154
816,41.143465539537516,148
817,20.789176094923334,152
818,65.14586681856665,96
819,53.839139631997085,142
820,52.33296950476367,113
821,18.265776503732027,158
822,10.181344289646646,183
823,277.6574514860469,227
824,6.715169899365804,130
825,40.182050889408174,137
826,41.35589748648164,158
827,260.72375434291223,220
828,293.9762968365218,198
829,62.85188762379417,174
830,45.390232358537645,119
831,51.061793129141336,158
832,262.5617006231492,234
833,28.25160080572354,166
834,45.46624099654122,88
835,267.45095026765,235
836,44.2054074038266,137
837,18.67187203822442,152
838,36.271830421044655,141
839,48.30405423219949,122
840,257.52531335622217,312
841,267.71235640296163,182
842,274.66014402270514,347
843,290.2062771024635,166
844,261.7954620504365,226
845,257.1716420960872,215
846,35.35283829916557,142
847,277.7002165317791,210
848,262.45590572439835,186
849,33.41128354739939,124
850,252.67746274508437,197
851,256.9692945697593,492
852,246.35599991963863,762
853,66.45442225707578,173
854,278.0847705886667,183
855,52.87749601094342,174
856,66.94076693904947,102
857,282.6780161158938,229
858,294.8504793271435,243
859,52.65578924392523,191
860,286.71475984810957,206
861,254.593000783475,215
862,266.5633000919752,190
863,249.56736002022961,255
864,78.7688949945937,127
865,275.2741547929403,228
866,280.5840607172024,326
867,282.03091913168464,202
868,289.88666742070825,280
869,38.624858994404235,155
870,257.1404255883734,200
871,256.81223553633396,205
872,272.52144676948996,224
873,287.7076273480916,200
874,294.88578266249135,364
875,150.5629374231522,1000
876,55.181775264221415,169
877,283.0195787581125,240
878,281.40858524001595,259
879,253.42283996187643,169
880,62.087633761561136,153
881,278.0961522338373,252
882,294.0013807892748,494
883,147.15414926838605,1000
884,279.76981526564657,180
885,256.39492644361474,179
886,275.63692901298447,192
887,276.02556939742936,199
888,254.6072286814649,175
889,146.41584609025776,1000
890,266.59722004091213,254
891,13.892757449392604,115
892,275.11918881140866,279
893,180.52646398285944,1000
894,272.96521685971743,246
895,276.67519801145124,187
896,29.33683229164245,167
897,260.0746110716488,238
898,277.9657411391872,221
899,260.6316947162951,209
900,279.95130783094794,256
901,264.08495183200864,329
902,41.4743061444793,117
903,251.8298223341388,246
904,136.81507562022333,1000
905,131.97102108227384,1000
906,39.4878185385937,1000
907,269.92621173126327,600
908,250.3071932653311,662
909,-8.71421826086761,78
910,233.4601502730394,325
911,259.6871577628792,202
912,123.1968756830328,1000
913,214.27410570422,364
914,167.84724134859184,1000
915,114.84301287101293,1000
916,264.94658948295813,183
917,288.32977411669,246
918,152.75712188668436,1000
919,183.6196820732637,1000
920,34.46195064884611,114
921,248.09198965849671,211
922,254.1024338769678,334
923,289.2601242411743,431
924,35.09039089674533,120
925,44.6503336107867,100
926,238.79214874297048,411
927,66.44047363879895,91
928,34.79928249940829,123
929,16.521374244496144,125
930,262.163136306719,168
931,172.04651726367914,1000
932,40.20234371016102,142
933,267.791851434411,311
934,270.0486695959178,192
935,283.8402907229778,317
936,36.926866563724076,143
937,255.34546150538839,438
938,54.22422107322387,105
939,39.09564802949177,124
940,270.1739803266379,294
941,58.99995069140584,140
942,56.49945934414208,153
943,54.02137466497862,113
944,26.49461686027496,126
945,44.888378783055884,129
946,18.491052952500226,120
947,56.17200985478948,115
948,276.3755972693349,331
949,72.91300979295718,169
950,25.694717036160156,128
951,254.49213191418903,191
952,37.885677598921774,129
953,18.389080261240125,125
954,250.89082075368313,197
955,19.7531982412644,103
956,273.04955265962775,224
957,-8.769192579911433,129
958,-144.7490898863827,121
959,281.9953695539454,199
960,244.87476282658034,209
961,274.2159078388638,196
962,282.04455169967616,225
963,252.86291636933765,200
964,44.995456706521594,119
965,255.35670227628577,227
966,263.2417934391566,215
967,157.22437657773156,1000
968,47.57833280406973,123
969,282.68457750134473,262
970,265.2477479092921,204
971,244.44502566854428,193
972,275.0756064775487,359
973,26.00735743227463,138
974,30.07308552329755,120
975,56.877344276140064,116
976,255.1618182318267,616
977,50.28227375570256,110
978,232.64592322855464,345
979,253.81970812757876,376
980,270.9799621323024,278
981,258.56035190882324,308
982,256.9470495043961,206
983,30.957036772546843,112
984,18.81262412928433,113
985,190.57624881989216,421
986,12.719989712459139,96
987,241.3919244247007,278
988,255.55095337341234,588
989,262.83361908823144,250
990,276.453201816244,247
991,285.96977830107375,294
992,231.2918986639044,208
993,1.4078654042072856,114
994,276.96733009865284,181
995,-22.046184205678585,112
996,138.49424643731493,1000
997,272.17059332696556,736
998,-51.0023695315449,57
999,13.272175060144576,77
